barangay_id,barangay_name,crop_id,crop_name,year,season,total_yield,total_area_planted_ha,yield_per_hectare,avg_price_per_kg,expected_revenue
29,Santo Cristo,5,Eggplant,2021,dry,34.09,10.12,3.37,55.4,186.698
29,Santo Cristo,5,Eggplant,2021,wet,31.46,6.64,4.74,46.88666666666666,222.2428
30,Santo Niño (Pob.),1,Rice,2021,wet,139.74,21.01,6.65,35.99666666666667,239.37783333333337
30,Santo Niño (Pob.),1,Rice,2021,dry,21.16,4.35,4.86,32.626666666666665,158.5656
30,Santo Niño (Pob.),2,Tomato,2021,wet,36.5,10.55,3.46,46.86,162.13559999999998
30,Santo Niño (Pob.),2,Tomato,2021,dry,96.7,21.77,4.44,42.598333333333336,189.13660000000002
30,Santo Niño (Pob.),3,Corn,2021,wet,26.87,4.17,6.44,25.801666666666666,166.16273333333334
30,Santo Niño (Pob.),3,Corn,2021,dry,108.37,20.64,5.25,25.688333333333333,134.86374999999998
30,Santo Niño (Pob.),4,Onion,2021,dry,77.57,9.84,7.88,40.885,322.17379999999997
30,Santo Niño (Pob.),4,Onion,2021,wet,94.08,16.49,5.71,40.165,229.34215
30,Santo Niño (Pob.),5,Eggplant,2021,dry,103.89,13.18,7.88,50.7,399.516
30,Santo Niño (Pob.),5,Eggplant,2021,wet,64.84,20.01,3.24,43.12,139.7088
31,Ascomo,1,Rice,2021,wet,63.23,16.48,3.84,34.70333333333333,133.2608
31,Ascomo,1,Rice,2021,dry,72.39,11.36,6.37,28.43166666666667,181.10971666666669
31,Ascomo,2,Tomato,2021,wet,96.88,15.72,6.16,37.321666666666665,229.90146666666666
31,Ascomo,2,Tomato,2021,dry,26.37,3.83,6.89,52.18666666666667,359.5661333333333
31,Ascomo,3,Corn,2021,dry,62.33,11.1,5.62,24.095,135.41389999999998
31,Ascomo,3,Corn,2021,wet,59.43,10.53,5.64,25.005,141.0282
31,Ascomo,4,Onion,2021,wet,91.53,19.03,4.81,43.205,207.81604999999996
31,Ascomo,4,Onion,2021,dry,81.0,12.7,6.38,60.61666666666667,386.7343333333333
31,Ascomo,5,Eggplant,2021,wet,53.04,11.35,4.67,50.89,237.6563
31,Ascomo,5,Eggplant,2021,dry,46.95,8.97,5.23,42.196666666666665,220.68856666666667
1,Bancal,1,Rice,2022,wet,20.86,4.11,5.08,34.265,174.0662
1,Bancal,1,Rice,2022,dry,59.58,10.6,5.62,31.36,176.2432
1,Bancal,2,Tomato,2022,wet,88.23,12.03,7.33,48.623333333333335,356.40903333333335
1,Bancal,2,Tomato,2022,dry,85.58,20.64,4.15,38.843333333333334,161.19983333333334
1,Bancal,3,Corn,2022,dry,43.82,6.69,6.55,22.305,146.09775
1,Bancal,3,Corn,2022,wet,77.05,11.91,6.47,26.511666666666667,171.53048333333334
1,Bancal,4,Onion,2022,dry,39.34,6.58,5.98,39.89666666666667,238.5820666666667
1,Bancal,4,Onion,2022,wet,94.51,16.06,5.88,43.873333333333335,257.97520000000003
1,Bancal,5,Eggplant,2022,wet,81.87,14.88,5.5,48.833333333333336,268.58333333333337
1,Bancal,5,Eggplant,2022,dry,34.19,10.99,3.11,38.625,120.12375
2,Jose Abad Santos (Siran),1,Rice,2022,dry,70.16,10.58,6.63,28.741666666666667,190.55725
2,Jose Abad Santos (Siran),1,Rice,2022,wet,36.74,8.94,4.11,30.42,125.02620000000002
2,Jose Abad Santos (Siran),2,Tomato,2022,wet,95.29,19.29,4.94,51.82333333333333,256.0072666666667
2,Jose Abad Santos (Siran),2,Tomato,2022,dry,91.24,16.16,5.65,42.635,240.88775
2,Jose Abad Santos (Siran),3,Corn,2022,dry,50.39,12.04,4.19,29.753333333333334,124.66646666666668
2,Jose Abad Santos (Siran),3,Corn,2022,wet,74.78,12.93,5.78,23.275,134.52949999999998
2,Jose Abad Santos (Siran),4,Onion,2022,wet,87.08,12.15,7.17,54.49166666666667,390.70525
2,Jose Abad Santos (Siran),4,Onion,2022,dry,56.4,15.9,3.55,45.78,162.519
2,Jose Abad Santos (Siran),5,Eggplant,2022,dry,73.43,14.37,5.11,54.373333333333335,277.84773333333334
2,Jose Abad Santos (Siran),5,Eggplant,2022,wet,58.48,17.1,3.42,37.151666666666664,127.05869999999999
3,Lambac,1,Rice,2022,wet,65.48,12.57,5.21,28.305,147.46905
3,Lambac,1,Rice,2022,dry,101.64,21.21,4.79,32.32666666666667,154.84473333333335
3,Lambac,2,Tomato,2022,wet,36.26,6.48,5.6,36.91833333333334,206.74266666666668
3,Lambac,2,Tomato,2022,dry,38.59,8.2,4.71,43.141666666666666,203.19725
3,Lambac,3,Corn,2022,wet,28.67,5.51,5.2,23.49,122.148
3,Lambac,3,Corn,2022,dry,100.95,19.54,5.17,20.696666666666665,107.00176666666665
3,Lambac,4,Onion,2022,wet,25.58,7.24,3.53,34.805,122.86165
3,Lambac,4,Onion,2022,dry,29.34,8.59,3.42,58.708333333333336,200.7825
3,Lambac,5,Eggplant,2022,dry,83.86,20.06,4.18,56.07666666666667,234.40046666666666
3,Lambac,5,Eggplant,2022,wet,41.28,13.43,3.07,50.608333333333334,155.36758333333333
4,Magsaysay,1,Rice,2022,wet,51.59,7.15,7.22,26.631666666666668,192.28063333333333
4,Magsaysay,1,Rice,2022,dry,139.35,19.88,7.01,34.295,240.40795
4,Magsaysay,2,Tomato,2022,dry,21.59,5.0,4.32,42.23,182.4336
4,Magsaysay,2,Tomato,2022,wet,79.42,16.69,4.76,49.325,234.787
4,Magsaysay,3,Corn,2022,dry,40.32,9.16,4.4,27.471666666666668,120.87533333333334
4,Magsaysay,3,Corn,2022,wet,69.88,13.62,5.13,27.52166666666667,141.18615
4,Magsaysay,4,Onion,2022,dry,34.25,5.21,6.57,39.501666666666665,259.52595
4,Magsaysay,4,Onion,2022,wet,88.46,14.67,6.03,55.92166666666667,337.20765
4,Magsaysay,5,Eggplant,2022,dry,54.12,17.1,3.16,44.87833333333333,141.81553333333332
4,Magsaysay,5,Eggplant,2022,wet,95.78,18.55,5.16,38.43833333333333,198.3418
5,Maquiapo,1,Rice,2022,dry,84.48,15.65,5.4,30.511666666666667,164.763
5,Maquiapo,1,Rice,2022,wet,37.46,4.95,7.57,35.105,265.74485
5,Maquiapo,2,Tomato,2022,wet,26.49,5.38,4.92,48.895,240.5634
5,Maquiapo,2,Tomato,2022,dry,63.27,8.58,7.37,53.291666666666664,392.7595833333333
5,Maquiapo,3,Corn,2022,dry,27.36,8.26,3.31,24.725,81.83975000000001
5,Maquiapo,3,Corn,2022,wet,65.51,14.93,4.39,25.073333333333334,110.07193333333333
5,Maquiapo,4,Onion,2022,wet,24.21,5.44,4.45,40.88,181.91600000000003
5,Maquiapo,4,Onion,2022,dry,69.29,13.56,5.11,39.345,201.05295
5,Maquiapo,5,Eggplant,2022,wet,69.29,9.25,7.49,39.36,294.8064
5,Maquiapo,5,Eggplant,2022,dry,69.75,13.78,5.06,44.82333333333333,226.80606666666662
6,Natividad,1,Rice,2022,dry,45.72,11.22,4.07,27.501666666666665,111.93178333333333
6,Natividad,1,Rice,2022,wet,98.54,14.65,6.73,25.046666666666667,168.5640666666667
6,Natividad,2,Tomato,2022,dry,17.22,4.64,3.71,38.42166666666667,142.54438333333334
6,Natividad,2,Tomato,2022,wet,45.5,12.53,3.63,45.178333333333335,163.99735
6,Natividad,3,Corn,2022,wet,52.21,8.88,5.88,20.82,122.4216
6,Natividad,3,Corn,2022,dry,20.0,5.55,3.6,26.255,94.518
6,Natividad,4,Onion,2022,dry,97.87,19.59,5.0,34.99,174.95000000000002
6,Natividad,4,Onion,2022,wet,83.45,12.41,6.72,45.28666666666667,304.3264
6,Natividad,5,Eggplant,2022,wet,131.42,19.91,6.6,41.75333333333333,275.57199999999995
6,Natividad,5,Eggplant,2022,dry,33.93,5.34,6.35,45.35,287.97249999999997
7,Plaza Burgos (Pob.),1,Rice,2022,dry,75.97,14.06,5.4,27.44,148.17600000000002
7,Plaza Burgos (Pob.),1,Rice,2022,wet,28.25,6.0,4.71,26.838333333333335,126.40855
7,Plaza Burgos (Pob.),2,Tomato,2022,wet,24.52,4.64,5.28,50.57,267.00960000000003
7,Plaza Burgos (Pob.),2,Tomato,2022,dry,39.76,10.93,3.64,39.708333333333336,144.53833333333336
7,Plaza Burgos (Pob.),3,Corn,2022,wet,34.96,10.28,3.4,24.536666666666665,83.42466666666665
7,Plaza Burgos (Pob.),3,Corn,2022,dry,65.19,16.6,3.93,21.685,85.22205
7,Plaza Burgos (Pob.),4,Onion,2022,wet,47.72,10.45,4.57,41.656666666666666,190.37096666666667
7,Plaza Burgos (Pob.),4,Onion,2022,dry,119.9,21.85,5.49,43.96666666666667,241.377
7,Plaza Burgos (Pob.),5,Eggplant,2022,dry,90.13,14.0,6.44,40.18666666666667,258.80213333333336
7,Plaza Burgos (Pob.),5,Eggplant,2022,wet,119.14,19.03,6.26,53.461666666666666,334.6700333333333
8,Pulungmasle,1,Rice,2022,dry,108.73,21.91,4.96,29.795,147.7832
8,Pulungmasle,1,Rice,2022,wet,116.88,16.75,6.98,32.806666666666665,228.99053333333333
8,Pulungmasle,2,Tomato,2022,wet,91.62,19.1,4.8,56.245,269.976
8,Pulungmasle,2,Tomato,2022,dry,14.46,3.51,4.12,42.83166666666666,176.46646666666666
8,Pulungmasle,3,Corn,2022,wet,73.13,12.89,5.67,24.08,136.53359999999998
8,Pulungmasle,3,Corn,2022,dry,62.39,9.8,6.37,25.111666666666668,159.96131666666668
8,Pulungmasle,4,Onion,2022,wet,112.78,19.22,5.87,55.28666666666667,324.53273333333334
8,Pulungmasle,4,Onion,2022,dry,78.19,12.74,6.14,46.22833333333333,283.8419666666666
8,Pulungmasle,5,Eggplant,2022,dry,122.35,19.98,6.12,38.29,234.3348
8,Pulungmasle,5,Eggplant,2022,wet,24.43,4.46,5.48,36.74666666666667,201.37173333333337
9,Rizal,1,Rice,2022,dry,119.04,17.64,6.75,30.586666666666666,206.46
9,Rizal,1,Rice,2022,wet,21.71,4.09,5.31,23.901666666666667,126.91784999999999
9,Rizal,2,Tomato,2022,wet,13.35,3.53,3.78,49.318333333333335,186.42329999999998
9,Rizal,2,Tomato,2022,dry,57.33,16.58,3.46,50.555,174.9203
9,Rizal,3,Corn,2022,dry,30.69,8.66,3.54,24.123333333333335,85.3966
9,Rizal,3,Corn,2022,wet,55.41,15.8,3.51,20.071666666666665,70.45155
9,Rizal,4,Onion,2022,dry,66.2,16.39,4.04,40.99,165.5996
9,Rizal,4,Onion,2022,wet,129.21,21.84,5.92,46.045,272.5864
9,Rizal,5,Eggplant,2022,wet,75.04,12.69,5.91,49.233333333333334,290.969
9,Rizal,5,Eggplant,2022,dry,57.01,10.13,5.63,51.88333333333333,292.10316666666665
10,San Agustin,1,Rice,2022,dry,106.9,17.11,6.25,29.808333333333334,186.30208333333334
10,San Agustin,1,Rice,2022,wet,101.96,17.16,5.94,31.7,188.298
10,San Agustin,2,Tomato,2022,dry,51.96,15.13,3.43,42.55833333333333,145.97508333333332
10,San Agustin,2,Tomato,2022,wet,70.93,18.96,3.74,34.72666666666667,129.87773333333334
10,San Agustin,3,Corn,2022,wet,52.01,12.61,4.12,29.75,122.57000000000001
10,San Agustin,3,Corn,2022,dry,82.79,14.63,5.66,26.111666666666668,147.79203333333334
10,San Agustin,4,Onion,2022,dry,22.81,6.44,3.54,44.46,157.38840000000002
10,San Agustin,4,Onion,2022,wet,28.59,7.77,3.68,51.64666666666667,190.05973333333336
10,San Agustin,5,Eggplant,2022,dry,20.6,6.42,3.21,37.87,121.56269999999999
10,San Agustin,5,Eggplant,2022,wet,60.48,21.79,2.78,35.805,99.5379
11,San Antonio,1,Rice,2022,wet,43.89,8.61,5.1,29.77166666666667,151.8355
11,San Antonio,1,Rice,2022,dry,65.87,8.99,7.33,32.45333333333333,237.88293333333334
11,San Antonio,2,Tomato,2022,dry,53.69,9.64,5.57,33.571666666666665,186.99418333333332
11,San Antonio,2,Tomato,2022,wet,83.77,21.63,3.87,41.38333333333333,160.1535
11,San Antonio,3,Corn,2022,wet,36.5,7.09,5.15,19.365,99.72975
11,San Antonio,3,Corn,2022,dry,48.29,10.92,4.42,25.73,113.7266
11,San Antonio,4,Onion,2022,wet,84.3,21.35,3.95,44.55833333333333,176.00541666666666
11,San Antonio,4,Onion,2022,dry,34.27,12.25,2.8,42.281666666666666,118.38866666666665
11,San Antonio,5,Eggplant,2022,wet,108.44,14.77,7.34,43.86833333333333,321.99356666666665
11,San Antonio,5,Eggplant,2022,dry,32.7,10.05,3.25,39.75333333333333,129.19833333333332
12,San Isidro,1,Rice,2022,wet,151.77,19.3,7.86,35.27,277.22220000000004
12,San Isidro,1,Rice,2022,dry,125.99,21.4,5.89,28.985,170.72164999999998
12,San Isidro,2,Tomato,2022,dry,20.21,4.15,4.87,40.82333333333333,198.80963333333332
12,San Isidro,2,Tomato,2022,wet,102.57,20.56,4.99,55.678333333333335,277.8348833333333
12,San Isidro,3,Corn,2022,wet,60.0,12.26,4.89,23.58,115.30619999999999
12,San Isidro,3,Corn,2022,dry,38.81,10.21,3.8,21.276666666666667,80.85133333333333
12,San Isidro,4,Onion,2022,wet,94.09,15.82,5.95,32.24333333333333,191.84783333333334
12,San Isidro,4,Onion,2022,dry,116.57,19.59,5.95,45.93,273.2835
12,San Isidro,5,Eggplant,2022,dry,32.26,10.59,3.05,47.87166666666667,146.00858333333335
12,San Isidro,5,Eggplant,2022,wet,26.38,3.68,7.17,32.14333333333333,230.46769999999998
13,San Jose,1,Rice,2022,wet,62.8,14.58,4.31,31.81833333333333,137.13701666666665
13,San Jose,1,Rice,2022,dry,36.13,7.9,4.57,36.82333333333333,168.28263333333334
13,San Jose,2,Tomato,2022,dry,29.76,8.71,3.42,31.678333333333335,108.3399
13,San Jose,2,Tomato,2022,wet,113.68,16.04,7.09,52.288333333333334,370.72428333333335
13,San Jose,3,Corn,2022,wet,61.81,12.84,4.81,26.268333333333334,126.35068333333332
13,San Jose,3,Corn,2022,dry,87.47,15.51,5.64,25.22,142.24079999999998
13,San Jose,4,Onion,2022,dry,71.92,15.44,4.66,47.68,222.18880000000001
13,San Jose,4,Onion,2022,wet,76.4,13.05,5.85,45.53333333333333,266.36999999999995
13,San Jose,5,Eggplant,2022,wet,137.9,19.56,7.05,31.206666666666667,220.007
13,San Jose,5,Eggplant,2022,dry,83.18,19.45,4.28,52.401666666666664,224.27913333333333
14,San Juan Bautista,1,Rice,2022,wet,122.68,18.32,6.7,31.601666666666667,211.73116666666667
14,San Juan Bautista,1,Rice,2022,dry,123.7,19.49,6.35,35.895,227.93325000000002
14,San Juan Bautista,2,Tomato,2022,wet,83.25,18.98,4.39,39.84,174.8976
14,San Juan Bautista,2,Tomato,2022,dry,65.63,19.07,3.44,43.321666666666665,149.02653333333333
14,San Juan Bautista,3,Corn,2022,dry,22.79,5.29,4.31,20.641666666666666,88.96558333333333
14,San Juan Bautista,3,Corn,2022,wet,30.22,7.83,3.86,22.59,87.1974
14,San Juan Bautista,4,Onion,2022,wet,76.91,16.46,4.67,46.995,219.46665
14,San Juan Bautista,4,Onion,2022,dry,122.6,20.15,6.08,37.53,228.1824
14,San Juan Bautista,5,Eggplant,2022,dry,43.81,9.3,4.71,50.495,237.83145
14,San Juan Bautista,5,Eggplant,2022,wet,48.31,11.25,4.29,43.556666666666665,186.8581
15,San Juan Nepomuceno,1,Rice,2022,wet,111.27,21.68,5.13,31.81833333333333,163.22805
15,San Juan Nepomuceno,1,Rice,2022,dry,34.34,4.43,7.75,34.52,267.53000000000003
15,San Juan Nepomuceno,2,Tomato,2022,wet,96.05,15.36,6.25,38.06,237.875
15,San Juan Nepomuceno,2,Tomato,2022,dry,31.12,5.74,5.42,40.35166666666667,218.70603333333332
15,San Juan Nepomuceno,3,Corn,2022,wet,21.84,6.11,3.57,25.823333333333334,92.1893
15,San Juan Nepomuceno,3,Corn,2022,dry,77.56,19.57,3.96,23.328333333333333,92.3802
15,San Juan Nepomuceno,4,Onion,2022,wet,24.74,8.53,2.9,48.445,140.4905
15,San Juan Nepomuceno,4,Onion,2022,dry,19.65,5.51,3.57,41.583333333333336,148.45250000000001
15,San Juan Nepomuceno,5,Eggplant,2022,wet,19.29,5.46,3.53,57.875,204.29874999999998
15,San Juan Nepomuceno,5,Eggplant,2022,dry,62.93,13.61,4.62,41.2,190.34400000000002
16,San Matias,1,Rice,2022,dry,22.28,3.63,6.14,35.06666666666667,215.30933333333334
16,San Matias,1,Rice,2022,wet,43.96,8.63,5.09,32.13333333333333,163.55866666666665
16,San Matias,2,Tomato,2022,dry,23.98,5.44,4.41,53.67666666666667,236.71410000000003
16,San Matias,2,Tomato,2022,wet,63.2,18.82,3.36,46.446666666666665,156.0608
16,San Matias,3,Corn,2022,dry,50.72,8.8,5.76,23.796666666666667,137.0688
16,San Matias,3,Corn,2022,wet,35.12,9.45,3.72,17.691666666666666,65.813
16,San Matias,4,Onion,2022,wet,28.56,4.92,5.8,46.458333333333336,269.4583333333333
16,San Matias,4,Onion,2022,dry,107.11,19.7,5.44,53.528333333333336,291.19413333333335
16,San Matias,5,Eggplant,2022,wet,73.73,18.98,3.88,43.483333333333334,168.71533333333332
16,San Matias,5,Eggplant,2022,dry,62.05,11.29,5.5,34.79833333333333,191.39083333333332
17,San Miguel (Betis),1,Rice,2022,dry,31.4,6.07,5.17,28.12,145.3804
17,San Miguel (Betis),1,Rice,2022,wet,67.49,10.72,6.3,24.276666666666667,152.943
17,San Miguel (Betis),2,Tomato,2022,dry,90.14,14.24,6.33,43.52333333333333,275.5027
17,San Miguel (Betis),2,Tomato,2022,wet,110.86,16.53,6.71,52.535,352.50985
17,San Miguel (Betis),3,Corn,2022,dry,51.32,11.08,4.63,26.678333333333335,123.52068333333334
17,San Miguel (Betis),3,Corn,2022,wet,65.04,17.16,3.79,16.9,64.051
17,San Miguel (Betis),4,Onion,2022,dry,57.93,19.72,2.94,51.735,152.1009
17,San Miguel (Betis),4,Onion,2022,wet,85.12,19.53,4.36,46.10666666666667,201.0250666666667
17,San Miguel (Betis),5,Eggplant,2022,wet,62.14,16.73,3.71,40.126666666666665,148.86993333333334
17,San Miguel (Betis),5,Eggplant,2022,dry,51.22,15.22,3.37,42.16166666666667,142.08481666666668
18,San Nicolas 1st,1,Rice,2022,dry,61.35,14.11,4.35,31.548333333333332,137.23524999999998
18,San Nicolas 1st,1,Rice,2022,wet,29.35,6.26,4.69,30.12,141.26280000000003
18,San Nicolas 1st,2,Tomato,2022,dry,103.24,17.64,5.85,45.17,264.2445
18,San Nicolas 1st,2,Tomato,2022,wet,104.0,18.11,5.74,48.556666666666665,278.71526666666665
18,San Nicolas 1st,3,Corn,2022,wet,54.99,15.09,3.64,25.458333333333332,92.66833333333334
18,San Nicolas 1st,3,Corn,2022,dry,16.97,4.57,3.71,24.435,90.65384999999999
18,San Nicolas 1st,4,Onion,2022,wet,106.53,19.8,5.38,46.87166666666667,252.16956666666667
18,San Nicolas 1st,4,Onion,2022,dry,37.03,6.75,5.49,39.43333333333333,216.489
18,San Nicolas 1st,5,Eggplant,2022,wet,27.79,5.59,4.97,49.325,245.14525
18,San Nicolas 1st,5,Eggplant,2022,dry,22.46,6.66,3.37,49.71333333333333,167.53393333333332
19,San Nicolas 2nd,1,Rice,2022,dry,25.66,5.24,4.9,34.21666666666667,167.6616666666667
19,San Nicolas 2nd,1,Rice,2022,wet,69.28,12.63,5.49,35.876666666666665,196.9629
19,San Nicolas 2nd,2,Tomato,2022,dry,58.03,11.21,5.18,53.535,277.31129999999996
19,San Nicolas 2nd,2,Tomato,2022,wet,80.37,11.18,7.19,49.906666666666666,358.82893333333334
19,San Nicolas 2nd,3,Corn,2022,dry,92.12,14.95,6.16,21.178333333333335,130.45853333333335
19,San Nicolas 2nd,3,Corn,2022,wet,41.77,5.94,7.03,28.713333333333335,201.85473333333334
19,San Nicolas 2nd,4,Onion,2022,wet,145.59,21.82,6.67,47.705,318.19235
19,San Nicolas 2nd,4,Onion,2022,dry,64.01,15.22,4.21,45.67666666666667,192.29876666666667
19,San Nicolas 2nd,5,Eggplant,2022,wet,80.49,18.99,4.24,46.24166666666667,196.06466666666668
19,San Nicolas 2nd,5,Eggplant,2022,dry,30.27,3.94,7.68,34.526666666666664,265.16479999999996
20,San Pablo,1,Rice,2022,wet,98.53,15.13,6.51,28.678333333333335,186.69595
20,San Pablo,1,Rice,2022,dry,61.74,13.81,4.47,29.375,131.30625
20,San Pablo,2,Tomato,2022,dry,112.85,20.42,5.53,29.683333333333334,164.14883333333333
20,San Pablo,2,Tomato,2022,wet,69.32,18.61,3.72,45.013333333333335,167.4496
20,San Pablo,3,Corn,2022,wet,30.65,10.6,2.89,27.428333333333335,79.26788333333334
20,San Pablo,3,Corn,2022,dry,13.42,3.7,3.63,22.84,82.9092
20,San Pablo,4,Onion,2022,dry,44.19,13.32,3.32,51.29666666666667,170.30493333333334
20,San Pablo,4,Onion,2022,wet,89.31,14.44,6.18,49.285,304.58129999999994
20,San Pablo,5,Eggplant,2022,dry,70.63,19.35,3.65,46.04,168.046
20,San Pablo,5,Eggplant,2022,wet,55.28,9.21,6.0,37.055,222.32999999999998
21,San Pedro,1,Rice,2022,dry,26.36,5.78,4.56,29.925,136.458
21,San Pedro,1,Rice,2022,wet,80.09,13.31,6.02,33.75666666666667,203.2151333333333
21,San Pedro,2,Tomato,2022,wet,46.84,10.67,4.39,36.06666666666667,158.33266666666668
21,San Pedro,2,Tomato,2022,dry,21.48,5.07,4.24,28.373333333333335,120.30293333333334
21,San Pedro,3,Corn,2022,wet,43.07,10.24,4.21,27.906666666666666,117.48706666666666
21,San Pedro,3,Corn,2022,dry,70.82,17.75,3.99,19.933333333333334,79.534
21,San Pedro,4,Onion,2022,wet,20.36,6.78,3.0,52.51,157.53
21,San Pedro,4,Onion,2022,dry,133.26,19.05,7.0,45.165,316.155
21,San Pedro,5,Eggplant,2022,dry,97.85,17.79,5.5,42.888333333333335,235.88583333333335
21,San Pedro,5,Eggplant,2022,wet,24.27,5.75,4.22,36.321666666666665,153.2774333333333
22,San Rafael (Duck Island),1,Rice,2022,dry,54.65,6.97,7.84,25.87,202.8208
22,San Rafael (Duck Island),1,Rice,2022,wet,55.32,8.24,6.71,28.415,190.66465
22,San Rafael (Duck Island),2,Tomato,2022,wet,36.78,8.86,4.15,39.135,162.41025000000002
22,San Rafael (Duck Island),2,Tomato,2022,dry,68.75,13.47,5.1,50.50333333333333,257.56699999999995
22,San Rafael (Duck Island),3,Corn,2022,wet,34.02,5.56,6.12,17.31,105.93719999999999
22,San Rafael (Duck Island),3,Corn,2022,dry,66.93,12.4,5.4,20.1,108.54000000000002
22,San Rafael (Duck Island),4,Onion,2022,dry,26.57,7.93,3.35,37.66,126.16099999999999
22,San Rafael (Duck Island),4,Onion,2022,wet,78.13,19.09,4.09,42.776666666666664,174.95656666666665
22,San Rafael (Duck Island),5,Eggplant,2022,wet,41.4,9.77,4.24,40.708333333333336,172.60333333333335
22,San Rafael (Duck Island),5,Eggplant,2022,dry,50.63,7.62,6.64,39.013333333333335,259.04853333333335
23,San Roque,1,Rice,2022,wet,32.85,4.78,6.87,34.41166666666667,236.40815
23,San Roque,1,Rice,2022,dry,28.08,5.11,5.5,30.30666666666667,166.68666666666667
23,San Roque,2,Tomato,2022,wet,38.85,12.33,3.15,46.843333333333334,147.5565
23,San Roque,2,Tomato,2022,dry,57.56,7.34,7.84,52.60333333333333,412.4101333333333
23,San Roque,3,Corn,2022,dry,89.3,18.16,4.92,22.811666666666667,112.2334
23,San Roque,3,Corn,2022,wet,99.28,16.14,6.15,27.025,166.20375
23,San Roque,4,Onion,2022,wet,15.26,4.71,3.24,55.725,180.549
23,San Roque,4,Onion,2022,dry,94.43,15.38,6.14,51.91,318.7274
23,San Roque,5,Eggplant,2022,wet,115.83,20.95,5.53,35.251666666666665,194.94171666666668
23,San Roque,5,Eggplant,2022,dry,143.33,21.11,6.79,44.708333333333336,303.56958333333336
24,San Vicente (Ibus),1,Rice,2022,dry,120.48,19.44,6.2,26.16,162.192
24,San Vicente (Ibus),1,Rice,2022,wet,34.87,7.99,4.36,28.035,122.2326
24,San Vicente (Ibus),2,Tomato,2022,dry,25.3,6.45,3.92,43.906666666666666,172.11413333333334
24,San Vicente (Ibus),2,Tomato,2022,wet,121.91,19.04,6.4,46.27,296.12800000000004
24,San Vicente (Ibus),3,Corn,2022,wet,92.82,17.46,5.32,18.168333333333333,96.65553333333334
24,San Vicente (Ibus),3,Corn,2022,dry,77.46,19.13,4.05,25.615,103.74074999999999
24,San Vicente (Ibus),4,Onion,2022,dry,68.5,13.19,5.19,34.651666666666664,179.84215
24,San Vicente (Ibus),4,Onion,2022,wet,99.33,18.94,5.24,46.958333333333336,246.0616666666667
24,San Vicente (Ibus),5,Eggplant,2022,wet,81.76,13.58,6.02,50.825,305.9665
24,San Vicente (Ibus),5,Eggplant,2022,dry,81.85,16.68,4.91,44.901666666666664,220.46718333333334
25,San Juan,1,Rice,2022,wet,87.16,14.72,5.92,30.991666666666667,183.47066666666666
25,San Juan,1,Rice,2022,dry,122.67,20.11,6.1,30.243333333333332,184.48433333333332
25,San Juan,2,Tomato,2022,wet,32.84,7.44,4.41,44.608333333333334,196.72275000000002
25,San Juan,2,Tomato,2022,dry,61.72,9.71,6.36,54.406666666666666,346.0264
25,San Juan,3,Corn,2022,wet,80.12,15.22,5.26,23.506666666666668,123.64506666666666
25,San Juan,3,Corn,2022,dry,20.72,3.62,5.72,29.783333333333335,170.36066666666667
25,San Juan,4,Onion,2022,wet,18.05,5.76,3.13,52.9,165.577
25,San Juan,4,Onion,2022,dry,33.97,9.62,3.53,50.25,177.3825
25,San Juan,5,Eggplant,2022,wet,73.92,12.32,6.0,46.42333333333333,278.53999999999996
25,San Juan,5,Eggplant,2022,dry,115.32,20.35,5.67,35.38333333333333,200.6235
26,Santa Filomena (Pob.),1,Rice,2022,wet,30.11,5.43,5.55,29.596666666666668,164.2615
26,Santa Filomena (Pob.),1,Rice,2022,dry,100.21,15.35,6.53,37.49333333333333,244.83146666666667
26,Santa Filomena (Pob.),2,Tomato,2022,dry,48.63,6.38,7.62,53.02,404.0124
26,Santa Filomena (Pob.),2,Tomato,2022,wet,71.84,14.9,4.82,53.49,257.82180000000005
26,Santa Filomena (Pob.),3,Corn,2022,dry,43.04,6.83,6.3,22.455,141.4665
26,Santa Filomena (Pob.),3,Corn,2022,wet,77.75,19.62,3.96,24.265,96.0894
26,Santa Filomena (Pob.),4,Onion,2022,dry,48.49,13.8,3.51,49.29666666666667,173.0313
26,Santa Filomena (Pob.),4,Onion,2022,wet,52.01,10.99,4.73,52.345,247.59185000000002
26,Santa Filomena (Pob.),5,Eggplant,2022,dry,18.7,4.28,4.37,38.501666666666665,168.25228333333334
26,Santa Filomena (Pob.),5,Eggplant,2022,wet,28.69,8.2,3.5,45.901666666666664,160.65583333333333
27,Santa Ines,1,Rice,2022,wet,42.68,6.09,7.01,33.093333333333334,231.98426666666666
27,Santa Ines,1,Rice,2022,dry,44.03,7.38,5.97,35.36333333333334,211.1191
27,Santa Ines,2,Tomato,2022,wet,28.0,10.83,2.59,57.04333333333334,147.74223333333333
27,Santa Ines,2,Tomato,2022,dry,105.48,19.42,5.43,43.93666666666667,238.5761
27,Santa Ines,3,Corn,2022,dry,19.57,3.95,4.95,30.946666666666665,153.186
27,Santa Ines,3,Corn,2022,wet,66.39,14.57,4.56,24.655,112.4268
27,Santa Ines,4,Onion,2022,dry,103.31,20.08,5.14,46.595,239.49829999999997
27,Santa Ines,4,Onion,2022,wet,45.85,16.15,2.84,52.085,147.9214
27,Santa Ines,5,Eggplant,2022,dry,53.12,12.07,4.4,41.653333333333336,183.2746666666667
